Status_Rawan,Pendidikan_KRT,KRT_Rawan,Penerima_Transfer,Aset_Tanah,Akses_Internet,Sakit_Namun_Tidak_Rawat_Jalan,PKH,KKS,BPNT,Bantuan_Pemda,BPJS,Jamkesda,KIP,PIP,Jenis_Atap,Jenis_Lantai,Jenis_Dinding,Luas_Lantai,Listrik,Bahan_Bakar_Masak,Sumber_Air_Minum,Air_Minum_Layak,Sanitasi_Layak,Jenis_Kelamin_KRT,Umur_KRT,Status_Bekerja_KRT,ART,ART014,Buta_Huruf,Perokok,Status_Bangunan,Tabungan,Status_Daerah,Akses_KUR
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,180,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,65,Tidak,1,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,1,Kota,Tidak
Rawan,SMA,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,120,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,49,Tidak,5 atau lebih,1,Tidak Ada,Tidak Ada,Bebas Sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,96,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,71,Ya,2,Tidak Ada,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,49,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,73,Ya,1,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,42,Listrik,LPG 3Kg,Sumur bor/pompa,Tidak,Ya,Laki-Laki,41,Ya,3,1,Tidak Ada,1,Kontrak/sewa,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,50,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,32,Ya,3,1,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,96,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,64,Ya,4,Tidak Ada,Tidak Ada,2 atau lebih,Kontrak/sewa,Tidak Ada,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,50,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,39,Ya,5 atau lebih,1,Tidak Ada,1,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,36,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,48,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Asbes,Semen/bata merah,Kayu/Papan,60,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,45,Ya,3,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,70,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,41,Ya,4,1,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,72,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,85,Tidak,3,Tidak Ada,1,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,56,Listrik,Lainnya,Lainnya,Ya,Ya,Laki-Laki,58,Ya,5 atau lebih,1,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,76,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,48,Ya,4,1,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,19,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,38,Ya,4,2,Tidak Ada,1,Kontrak/sewa,1,Kota,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,117,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,56,Ya,4,Tidak Ada,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,12,Listrik,Lainnya,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,22,Ya,1,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,1,Kota,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,60,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,30,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,37,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,52,Ya,3,1,Tidak Ada,1,Kontrak/sewa,1,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,80,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Perempuan,66,Ya,1,Tidak Ada,1,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,108,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,29,Ya,4,2,Tidak Ada,1,Kontrak/sewa,2 atau lebih,Kota,Ya
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Lainnya,Lainnya,60,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,54,Ya,5 atau lebih,1,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,40,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,24,Ya,2,Tidak Ada,Tidak Ada,1,Kontrak/sewa,2 atau lebih,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,80,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,59,Ya,1,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,80,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,56,Tidak,4,1,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,42,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Perempuan,75,Tidak,2,Tidak Ada,1,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,80,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,52,Ya,5 atau lebih,2,Tidak Ada,2 atau lebih,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,63,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,65,Ya,3,Tidak Ada,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,119,Listrik,LPG 3Kg,Leding,Ya,Ya,Laki-Laki,64,Ya,5 atau lebih,1,Tidak Ada,1,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Kayu/Papan,54,Listrik,Kayu Bakar,Leding,Ya,Ya,Laki-Laki,44,Ya,4,1,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,42,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,64,Ya,4,2,1,1,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,42,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,56,Ya,2,Tidak Ada,Tidak Ada,1,Milik sendiri,1,Kota,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,42,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,39,Ya,3,1,Tidak Ada,1,Kontrak/sewa,1,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,80,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,53,Ya,4,1,Tidak Ada,1,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,42,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,34,Ya,3,1,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,42,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,71,Ya,2,Tidak Ada,Tidak Ada,1,Milik sendiri,1,Kota,Tidak
Tidak Rawan,SMP,Tidak,Ya,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,72,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,61,Tidak,4,Tidak Ada,Tidak Ada,1,Milik sendiri,1,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,100,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Perempuan,56,Ya,1,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,84,Listrik,LPG 3Kg,Sumur bor/pompa,Tidak,Ya,Laki-Laki,57,Tidak,5 atau lebih,1,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,70,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,46,Ya,4,1,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,72,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,73,Ya,3,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,96,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,68,Ya,2,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SD,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,120,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Perempuan,48,Ya,5 atau lebih,1,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,450,Listrik,LPG 12kg/5.5kg/Bluegaz,Lainnya,Tidak,Ya,Laki-Laki,48,Ya,5 atau lebih,2,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Ya
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,42,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,53,Ya,4,2,Tidak Ada,1,Kontrak/sewa,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,100,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,56,Ya,4,1,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,36,Listrik,Tidak Memasak,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,62,Ya,1,Tidak Ada,Tidak Ada,1,Bebas Sewa,Tidak Ada,Kota,Tidak
Rawan,SMP,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Asbes,Semen/bata merah,Lainnya,28,Listrik,LPG 3Kg,Sumur bor/pompa,Ya,Tidak,Laki-Laki,29,Ya,4,2,Tidak Ada,1,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,75,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,51,Ya,3,Tidak Ada,Tidak Ada,2 atau lebih,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMP,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,Tidak,Seng,Marmer/Keramik,Lainnya,42,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,41,Ya,2,1,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,30,Listrik,Kayu Bakar,Lainnya,Tidak,Ya,Perempuan,47,Ya,3,Tidak Ada,Tidak Ada,1,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,SD,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Lainnya,Lainnya,Lainnya,48,Listrik,Kayu Bakar,Leding,Ya,Tidak,Perempuan,48,Tidak,1,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,40,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,59,Ya,3,Tidak Ada,Tidak Ada,2 atau lebih,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,82,Listrik,LPG 3Kg,Sumur bor/pompa,Ya,Ya,Laki-Laki,44,Ya,5 atau lebih,2,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,20,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,31,Ya,3,1,Tidak Ada,Tidak Ada,Kontrak/sewa,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,30,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,48,Ya,2,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,80,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,35,Ya,4,2,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,48,Listrik,LPG 3Kg,Sumur bor/pompa,Tidak,Tidak,Laki-Laki,35,Ya,4,2,Tidak Ada,1,Bebas Sewa,1,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,120,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,64,Ya,5 atau lebih,Tidak Ada,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,60,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,32,Ya,3,1,Tidak Ada,Tidak Ada,Bebas Sewa,2 atau lebih,Desa,Tidak
Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,40,Listrik,LPG 3Kg,Sumur bor/pompa,Tidak,Ya,Laki-Laki,41,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Bebas Sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,42,Listrik,LPG 3Kg,Lainnya,Ya,Tidak,Laki-Laki,36,Ya,4,2,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,144,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,40,Ya,4,2,Tidak Ada,Tidak Ada,Kontrak/sewa,2 atau lebih,Desa,Tidak
Tidak Rawan,SMA,Ya,Ya,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,96,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,30,Tidak,3,2,Tidak Ada,Tidak Ada,Kontrak/sewa,1,Kota,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,70,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,42,Ya,4,2,Tidak Ada,1,Kontrak/sewa,2 atau lebih,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,91,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,42,Ya,5 atau lebih,1,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,104,Listrik,LPG 3Kg,Leding,Ya,Ya,Laki-Laki,59,Ya,2,Tidak Ada,Tidak Ada,1,Kontrak/sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,36,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,69,Tidak,4,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Lainnya,Kayu/Papan,45,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,46,Ya,4,1,Tidak Ada,1,Bebas Sewa,1,Kota,Tidak
Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,72,Listrik,LPG 3Kg,Lainnya,Ya,Tidak,Laki-Laki,43,Ya,5 atau lebih,2,Tidak Ada,2 atau lebih,Milik sendiri,1,Desa,Tidak
